"uf";"nome_municipio";"cod_tse";"cod_ibge";"abstencoes";"p_abstencoes";"nulos";"p_nulos";"brancos";"p_brancos"
"SP";"SILVEIRAS";"71412";"3552007";"1185";"21,92";"266";"6,30";"240";"5,69"
"SP";"SOCORRO";"71439";"3552106";"7305";"23,32";"2062";"8,59";"1223";"5,09"
"SP";"SOROCABA";"71455";"3552205";"92972";"18,08";"35920";"8,53";"25038";"5,94"
"SP";"SUD MENNUCCI";"71471";"3552304";"1480";"23,47";"303";"6,28";"253";"5,24"
"SP";"SUMARÉ";"71498";"3552403";"42484";"21,40";"11932";"7,65";"11188";"7,17"
"SP";"SUZANO";"71510";"3552502";"45212";"19,77";"17020";"9,28";"14567";"7,94"
"SP";"SUZANÁPOLIS";"61301";"3552551";"635";"21,55";"142";"6,14";"111";"4,81"
"SP";"SÃO BENTO DO SAPUCAÍ";"70734";"3548609";"2219";"23,28";"591";"8,08";"529";"7,23"
"SP";"SÃO BERNARDO DO CAMPO";"70750";"3548708";"122779";"19,21";"42004";"8,14";"26400";"5,11"
"SP";"SÃO CAETANO DO SUL";"70777";"3548807";"27015";"18,48";"7095";"5,96";"4117";"3,45"
"SP";"SÃO CARLOS";"70793";"3548906";"43533";"22,41";"14343";"9,52";"10536";"6,99"
"SP";"SÃO FRANCISCO";"70815";"3549003";"620";"24,54";"124";"6,50";"135";"7,08"
"SP";"SÃO JOAQUIM DA BARRA";"70890";"3549409";"9171";"24,12";"2009";"6,96";"2236";"7,75"
"SP";"SÃO JOSÉ DA BELA VISTA";"70912";"3549508";"1901";"27,35";"337";"6,67";"434";"8,60"
"SP";"SÃO JOSÉ DO BARREIRO";"70939";"3549607";"849";"22,37";"137";"4,65";"69";"2,34"
"SP";"SÃO JOSÉ DO RIO PARDO";"70955";"3549706";"11189";"26,25";"2589";"8,24";"2451";"7,79"
"SP";"SÃO JOSÉ DO RIO PRETO";"70971";"3549805";"76936";"22,30";"16342";"6,10";"12729";"4,74"
"SP";"SÃO JOSÉ DOS CAMPOS";"70998";"3549904";"111451";"19,99";"25576";"5,73";"21038";"4,72"
"SP";"SÃO JOÃO DA BOA VISTA";"70831";"3549102";"16572";"23,21";"4219";"7,70";"3660";"6,67"
"SP";"SÃO JOÃO DAS DUAS PONTES";"70858";"3549201";"491";"21,60";"109";"6,12";"120";"6,73"
"SP";"SÃO JOÃO DE IRACEMA";"61883";"3549250";"367";"21,34";"71";"5,25";"45";"3,32"
"SP";"SÃO JOÃO DO PAU D&apos;ALHO";"70874";"3549300";"402";"19,89";"98";"6,05";"98";"6,06"
"SP";"SÃO LOURENÇO DA SERRA";"61905";"3549953";"3078";"24,71";"727";"7,75";"584";"6,23"
"SP";"SÃO LUÍS DO PARAITINGA";"71013";"3550001";"1976";"19,82";"531";"6,64";"430";"5,38"
"SP";"SÃO MANUEL";"71030";"3550100";"7048";"22,67";"2416";"10,05";"2162";"8,99"
"SP";"SÃO MIGUEL ARCANJO";"71056";"3550209";"6088";"23,73";"1341";"6,85";"1010";"5,17"
"SP";"SÃO PAULO";"71072";"3550308";"1979870";"21,29";"610858";"8,34";"389283";"5,32"
"SP";"SÃO PEDRO";"71099";"3550407";"6544";"24,06";"1454";"7,04";"1226";"5,94"
"SP";"SÃO PEDRO DO TURVO";"71110";"3550506";"1271";"22,16";"223";"5,00";"214";"4,79"
"SP";"SÃO ROQUE";"71137";"3550605";"15353";"24,18";"3690";"7,66";"3787";"7,87"
"SP";"SÃO SEBASTIÃO";"71153";"3550704";"15089";"22,74";"3078";"6,00";"2983";"5,82"
"SP";"SÃO SEBASTIÃO DA GRAMA";"71170";"3550803";"1837";"21,54";"535";"7,99";"364";"5,44"
"SP";"SÃO SIMÃO";"71196";"3550902";"2960";"24,49";"776";"8,50";"524";"5,74"
"SP";"SÃO VICENTE";"71218";"3551009";"57825";"22,34";"13752";"6,84";"12027";"5,98"
"SP";"TABAPUÃ";"71536";"3552601";"1960";"21,15";"644";"8,82";"433";"5,92"
"SP";"TABATINGA";"71552";"3552700";"2785";"23,98";"680";"7,70";"678";"7,68"
"SP";"TABOÃO DA SERRA";"71579";"3552809";"45164";"20,20";"14999";"8,41";"12780";"7,16"
"SP";"TACIBA";"71595";"3552908";"790";"15,99";"163";"3,93";"131";"3,15"
"SP";"TAGUAÍ";"71617";"3553005";"1939";"21,01";"430";"5,90";"411";"5,64"
"SP";"TAIAÇU";"71633";"3553104";"1145";"23,76";"234";"6,37";"190";"5,17"
"SP";"TAIÚVA";"71650";"3553203";"1161";"24,43";"233";"6,49";"207";"5,76"
"SP";"TAMBAÚ";"71676";"3553302";"3272";"20,55";"961";"7,60";"775";"6,12"
"SP";"TANABI";"71692";"3553401";"4679";"22,68";"862";"5,40";"639";"4,01"
"SP";"TAPIRATIBA";"71730";"3553609";"2525";"24,12";"681";"8,57";"615";"7,75"
"SP";"TAPIRAÍ";"71714";"3553500";"1938";"29,64";"322";"7,00";"245";"5,33"
"SP";"TAQUARAL";"62260";"3553658";"495";"21,54";"128";"7,10";"114";"6,32"
"SP";"TAQUARITINGA";"71757";"3553708";"10636";"26,11";"1935";"6,43";"2234";"7,42"
"SP";"TAQUARITUBA";"71773";"3553807";"3302";"19,02";"911";"6,48";"1121";"7,97"
"SP";"TAQUARIVAÍ";"61840";"3553856";"1136";"22,58";"215";"5,52";"234";"6,01"
"SP";"TARABAI";"71790";"3553906";"1359";"24,26";"246";"5,80";"181";"4,26"
"SP";"TARUMÃ";"61042";"3553955";"2376";"20,30";"454";"4,87";"396";"4,24"
"SP";"TATUÍ";"71811";"3554003";"23437";"25,34";"5612";"8,13";"4823";"6,98"
"SP";"TAUBATÉ";"71838";"3554102";"52877";"22,16";"13322";"7,17";"11272";"6,07"
"SP";"TEJUPÁ";"71854";"3554201";"932";"24,89";"154";"5,47";"119";"4,23"
"SP";"TEODORO SAMPAIO";"71870";"3554300";"5081";"27,74";"686";"5,18";"567";"4,29"
"SP";"TERRA ROXA";"71897";"3554409";"1001";"16,55";"395";"7,82";"352";"6,98"
"SP";"TIETÊ";"71919";"3554508";"7088";"23,07";"1760";"7,44";"1368";"5,79"
"SP";"TIMBURI";"71935";"3554607";"559";"23,19";"139";"7,51";"49";"2,64"
"SP";"TORRE DE PEDRA";"62049";"3554656";"654";"25,29";"136";"7,04";"64";"3,31"
"SP";"TORRINHA";"71951";"3554706";"1668";"22,64";"402";"7,05";"409";"7,18"
"SP";"TRABIJU";"62448";"3554755";"306";"19,31";"56";"4,38";"23";"1,80"
"SP";"TREMEMBÉ";"71978";"3554805";"6612";"21,81";"1535";"6,47";"1351";"5,70"
"SP";"TRÊS FRONTEIRAS";"71994";"3554904";"1339";"26,04";"211";"5,55";"188";"4,94"
"SP";"TUIUTI";"61620";"3554953";"1281";"23,27";"389";"9,21";"300";"7,10"
"SP";"TUPI PAULISTA";"72036";"3555109";"2730";"23,85";"432";"4,96";"295";"3,38"
"SP";"TUPÃ";"72010";"3555000";"13046";"25,85";"2460";"6,57";"1927";"5,15"
"SP";"TURIÚBA";"72052";"3555208";"397";"23,56";"70";"5,43";"30";"2,33"
"SP";"TURMALINA";"72079";"3555307";"440";"23,55";"115";"8,05";"63";"4,41"
"SP";"UBARANA";"61468";"3555356";"1136";"24,50";"197";"5,63";"217";"6,20"
"SP";"UBATUBA";"72095";"3555406";"19766";"26,05";"3865";"6,89";"3357";"5,98"
"SP";"UBIRAJARA";"72117";"3555505";"1018";"24,31";"146";"4,61";"139";"4,38"
"SP";"UCHOA";"72133";"3555604";"1679";"20,78";"478";"7,47";"375";"5,86"
"SP";"UNIÃO PAULISTA";"72150";"3555703";"382";"23,67";"52";"4,22";"45";"3,65"
"SP";"URU";"72192";"3555901";"320";"21,21";"62";"5,21";"24";"2,02"
"SP";"URUPÊS";"72214";"3556008";"2794";"25,02";"606";"7,24";"559";"6,68"
"SP";"URÂNIA";"72176";"3555802";"1400";"20,32";"411";"7,49";"369";"6,72"
"SP";"VALENTIM GENTIL";"72230";"3556107";"2210";"21,62";"546";"6,81";"499";"6,23"
"SP";"VALINHOS";"72257";"3556206";"20924";"21,74";"5656";"7,51";"4293";"5,70"
"SP";"VALPARAÍSO";"72273";"3556305";"4471";"26,53";"667";"5,39";"649";"5,24"
"SP";"VARGEM";"61549";"3556354";"1961";"28,29";"568";"11,42";"473";"9,52"
"SP";"VARGEM GRANDE DO SUL";"72311";"3556404";"7700";"24,01";"1836";"7,53";"2200";"9,03"
"SP";"VARGEM GRANDE PAULISTA";"72737";"3556453";"8049";"19,73";"2613";"7,98";"2497";"7,63"
"SP";"VERA CRUZ";"72354";"3556602";"1396";"17,96";"475";"7,45";"311";"4,87"
"SP";"VINHEDO";"72370";"3556701";"12385";"19,68";"3393";"6,71";"3069";"6,07"
"SP";"VIRADOURO";"72397";"3556800";"2179";"16,88";"784";"7,31";"780";"7,27"
"SP";"VISTA ALEGRE DO ALTO";"72419";"3556909";"1377";"22,44";"326";"6,85";"320";"6,73"
"SP";"VITÓRIA BRASIL";"62227";"3556958";"293";"18,01";"75";"5,62";"56";"4,20"
"SP";"VOTORANTIM";"72435";"3557006";"17576";"19,36";"5919";"8,09";"4981";"6,80"
"SP";"VOTUPORANGA";"72451";"3557105";"17167";"23,66";"3584";"6,47";"2836";"5,12"
"SP";"VÁRZEA PAULISTA";"72338";"3556503";"15441";"18,50";"6348";"9,33";"4911";"7,22"
"SP";"ZACARIAS";"61921";"3557154";"556";"22,61";"138";"7,25";"50";"2,63"
"SP";"ÁGUAS DA PRATA";"61077";"3500402";"1480";"23,41";"366";"7,56";"266";"5,49"
"SP";"ÁGUAS DE LINDÓIA";"61093";"3500501";"3314";"22,25";"994";"8,58";"684";"5,91"
"SP";"ÁGUAS DE SANTA BÁRBARA";"70190";"3500550";"1458";"27,22";"289";"7,41";"254";"6,52"
"SP";"ÁGUAS DE SÃO PEDRO";"61115";"3500600";"838";"21,10";"117";"3,73";"75";"2,40"
"SP";"ÁLVARES FLORENCE";"61239";"3501202";"925";"24,34";"158";"5,50";"105";"3,65"
"SP";"ÁLVARES MACHADO";"61255";"3501301";"4457";"23,18";"885";"5,99";"681";"4,61"
"SP";"ÁLVARO DE CARVALHO";"61271";"3501400";"746";"24,83";"191";"8,46";"123";"5,44"
"SP";"ÓLEO";"67776";"3533809";"614";"24,16";"147";"7,63";"110";"5,71"
