"uf";"nome_municipio";"cod_tse";"cod_ibge";"numero_candidato";"votos_abs";"votos_perc"
"SP";"ARAÇATUBA";"61557";"3502804";"13";"23443";"22,03"
"SP";"ARAÇATUBA";"61557";"3502804";"80";"234";"0,22"
"SP";"ARAÇATUBA";"61557";"3502804";"45";"20194";"18,98"
"SP";"ARAÇATUBA";"61557";"3502804";"29";"11";"0,01"
"SP";"ARAÇATUBA";"61557";"3502804";"16";"25";"0,02"
"SP";"ARAÇATUBA";"61557";"3502804";"21";"142";"0,13"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"10";"9235";"53,52"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"30";"182";"1,05"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"12";"143";"0,83"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"27";"3";"0,02"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"13";"4520";"26,19"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"80";"54";"0,31"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"45";"3088";"17,90"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"29";"0";"00,00"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"16";"5";"0,03"
"SP";"ARAÇOIABA DA SERRA";"61573";"3502903";"21";"26";"0,15"
"SP";"ARCO-ÍRIS";"62065";"3503356";"10";"658";"41,07"
"SP";"ARCO-ÍRIS";"62065";"3503356";"30";"9";"0,56"
"SP";"ARCO-ÍRIS";"62065";"3503356";"12";"2";"0,12"
"SP";"ARCO-ÍRIS";"62065";"3503356";"27";"0";"00,00"
"SP";"ARCO-ÍRIS";"62065";"3503356";"13";"307";"19,16"
"SP";"ARCO-ÍRIS";"62065";"3503356";"80";"0";"00,00"
"SP";"ARCO-ÍRIS";"62065";"3503356";"45";"623";"38,89"
"SP";"ARCO-ÍRIS";"62065";"3503356";"29";"2";"0,12"
"SP";"ARCO-ÍRIS";"62065";"3503356";"16";"1";"0,06"
"SP";"ARCO-ÍRIS";"62065";"3503356";"21";"0";"00,00"
"SP";"AREALVA";"61670";"3503406";"10";"2323";"55,09"
"SP";"AREALVA";"61670";"3503406";"30";"26";"0,62"
"SP";"AREALVA";"61670";"3503406";"12";"25";"0,59"
"SP";"AREALVA";"61670";"3503406";"27";"0";"00,00"
"SP";"AREALVA";"61670";"3503406";"13";"1171";"27,77"
"SP";"AREALVA";"61670";"3503406";"80";"3";"0,07"
"SP";"AREALVA";"61670";"3503406";"45";"665";"15,77"
"SP";"AREALVA";"61670";"3503406";"29";"0";"00,00"
"SP";"AREALVA";"61670";"3503406";"16";"0";"00,00"
"SP";"AREALVA";"61670";"3503406";"21";"4";"0,09"
"SP";"AREIAS";"61697";"3503505";"10";"637";"25,97"
"SP";"AREIAS";"61697";"3503505";"30";"14";"0,57"
"SP";"AREIAS";"61697";"3503505";"12";"10";"0,41"
"SP";"AREIAS";"61697";"3503505";"27";"1";"0,04"
"SP";"AREIAS";"61697";"3503505";"13";"924";"37,67"
"SP";"AREIAS";"61697";"3503505";"80";"4";"0,16"
"SP";"AREIAS";"61697";"3503505";"45";"861";"35,10"
"SP";"AREIAS";"61697";"3503505";"29";"0";"00,00"
"SP";"AREIAS";"61697";"3503505";"16";"0";"00,00"
"SP";"AREIAS";"61697";"3503505";"21";"2";"0,08"
"SP";"AREIÓPOLIS";"61719";"3503604";"10";"2410";"42,93"
"SP";"AREIÓPOLIS";"61719";"3503604";"30";"37";"0,66"
"SP";"AREIÓPOLIS";"61719";"3503604";"12";"32";"0,57"
"SP";"AREIÓPOLIS";"61719";"3503604";"27";"0";"00,00"
"SP";"AREIÓPOLIS";"61719";"3503604";"13";"1751";"31,19"
"SP";"AREIÓPOLIS";"61719";"3503604";"80";"11";"0,20"
"SP";"AREIÓPOLIS";"61719";"3503604";"45";"1364";"24,30"
"SP";"AREIÓPOLIS";"61719";"3503604";"29";"1";"0,02"
"SP";"AREIÓPOLIS";"61719";"3503604";"16";"1";"0,02"
"SP";"AREIÓPOLIS";"61719";"3503604";"21";"7";"0,12"
"SP";"ARIRANHA";"61735";"3503703";"10";"2106";"45,43"
"SP";"ARIRANHA";"61735";"3503703";"30";"21";"0,45"
"SP";"ARIRANHA";"61735";"3503703";"12";"19";"0,41"
"SP";"ARIRANHA";"61735";"3503703";"27";"0";"00,00"
"SP";"ARIRANHA";"61735";"3503703";"13";"1063";"22,93"
"SP";"ARIRANHA";"61735";"3503703";"80";"5";"0,11"
"SP";"ARIRANHA";"61735";"3503703";"45";"1413";"30,48"
"SP";"ARIRANHA";"61735";"3503703";"29";"2";"0,04"
"SP";"ARIRANHA";"61735";"3503703";"16";"2";"0,04"
"SP";"ARIRANHA";"61735";"3503703";"21";"5";"0,11"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"10";"12942";"48,11"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"30";"212";"0,79"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"12";"149";"0,55"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"27";"7";"0,03"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"13";"7146";"26,56"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"80";"57";"0,21"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"45";"6360";"23,64"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"29";"2";"0,01"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"16";"6";"0,02"
"SP";"ARTUR NOGUEIRA";"61751";"3503802";"21";"22";"0,08"
"SP";"ARUJÁ";"61778";"3503901";"10";"21088";"44,02"
"SP";"ARUJÁ";"61778";"3503901";"30";"834";"1,74"
"SP";"ARUJÁ";"61778";"3503901";"12";"544";"1,14"
"SP";"ARUJÁ";"61778";"3503901";"27";"19";"0,04"
"SP";"ARUJÁ";"61778";"3503901";"13";"16770";"35,01"
"SP";"ARUJÁ";"61778";"3503901";"80";"206";"0,43"
"SP";"ARUJÁ";"61778";"3503901";"45";"8302";"17,33"
"SP";"ARUJÁ";"61778";"3503901";"29";"8";"0,02"
"SP";"ARUJÁ";"61778";"3503901";"16";"19";"0,04"
"SP";"ARUJÁ";"61778";"3503901";"21";"114";"0,24"
"SP";"ASPÁSIA";"61522";"3503950";"10";"517";"37,38"
"SP";"ASPÁSIA";"61522";"3503950";"30";"5";"0,36"
"SP";"ASPÁSIA";"61522";"3503950";"12";"1";"0,07"
"SP";"ASPÁSIA";"61522";"3503950";"27";"0";"00,00"
"SP";"ASPÁSIA";"61522";"3503950";"13";"459";"33,19"
"SP";"ASPÁSIA";"61522";"3503950";"80";"0";"00,00"
